acronym,code,concentration
CONS,3,0.0002
FSOL,48,0.1
FSOL,1,0.04
FSOL,3,0.04
FSOL,2,0.04
SILI,29,0.05
CONS,10,0.009
CONS,37,0.003
CONS,12,0.002
ACTI,204,0.001
ACTI,205,0.001
ACTI,334,0.04
PARF,410,0.001
EAU,4,0.5498
ADDI,3,0.001
FSOL,13,0.03
ADDI,98,0.0
GELI,12,0.001
GELI,41,0.003
GELI,23,0.005
FSOL,2,0.04
EMUL,1,0.005
EMUL,77,0.06
EMUL,123,0.01
CGRA,14,0.005
CONS,3,0.0002
FSOL,48,0.1
FSOL,1,0.04
FSOL,3,0.04
SILI,29,0.05
CONS,10,0.009
CONS,37,0.003
ACTI,204,0.001
ACTI,205,0.001
ACTI,334,0.04
PARF,410,0.006
EAU,4,0.5638
ADDI,3,0.001
FSOL,13,0.03
ADDI,98,0.0
GELI,12,0.002
GELI,41,0.002
GELI,23,0.005
FSOL,2,0.04
EMUL,1,0.006
EMUL,77,0.06
CONS,3,0.0002
FSOL,48,0.1
FSOL,1,0.04
FSOL,3,0.04
SILI,29,0.05
CONS,61,0.009
CONS,37,0.003
ACTI,204,0.001
ACTI,205,0.001
ACTI,334,0.04
PARF,410,0.006
EAU,4,0.5587
ADDI,3,0.002
FSOL,13,0.03
ADDI,98,0.004
GELI,12,0.002
GELI,41,0.002
GELI,23,0.005
FSOL,2,0.04
EMUL,1,0.006
EMUL,77,0.06
CONS,3,0.0003
FSOL,48,0.1
FSOL,1,0.04
FSOL,3,0.04
SILI,29,0.05
CONS,61,0.009
CONS,37,0.003
ACTI,204,0.001
ACTI,205,0.001
ACTI,334,0.04
PARF,410,0.006
EAU,4,0.556
ADDI,3,0.004
FSOL,13,0.03
ADDI,98,0.004
GELI,12,0.002
GELI,41,0.002
GELI,23,0.005
FSOL,2,0.04
EMUL,1,0.006
EMUL,77,0.06
CONS,3,0.001
FSOL,48,0.1
FSOL,1,0.04
FSOL,3,0.04
SILI,7,0.05
CONS,61,0.009
CONS,37,0.003
ACTI,204,0.001
ACTI,205,0.001
ACTI,334,0.04
PARF,410,0.006
EAU,4,0.5548
ADDI,3,0.004
FSOL,13,0.03
ADDI,98,0.0047
GELI,12,0.00225
GELI,41,0.00225
GELI,23,0.005
FSOL,2,0.04
EMUL,1,0.006
EMUL,77,0.06
CONS,3,0.001
FSOL,48,0.1
FSOL,1,0.04
FSOL,3,0.04
SILI,7,0.05
CONS,61,0.009
CONS,37,0.003
ACTI,204,0.001
ACTI,205,0.001
ACTI,334,0.04
PARF,410,0.006
EAU,4,0.7585
GELI,17,0.003
GELI,78,0.005
GELI,55,0.003
ADDI,3,0.001
SILI,29,0.03
HUIL,17,0.02
CONS,37,0.002
HUME,2,0.04
EXTR,274,0.01
EXTR,249,0.01
ACTI,44,0.001
PARF,410,0.0015
CONS,10,0.008
EXTR,374,0.01
ADDI,98,0.0
SOL,24,0.07884
SOL,4,0.03234
ADDI,128,0.00754
SOL,9,0.01072
EAU,9,0.04
COLO,101,0.0
EAU,4,0.6577
GELI,17,0.003
GELI,78,0.005
GELI,55,0.003
ADDI,3,0.001
SILI,29,0.03
HUIL,17,0.02
CONS,37,0.002
HUME,2,0.04
EXTR,274,0.01
EXTR,249,0.01
ACTI,44,0.001
PARF,410,0.0015
CONS,10,0.008
EXTR,374,0.01
ADDI,98,0.0014
SOL,4,0.03234
SOL,9,0.01072
SOL,24,0.07884
ADDI,128,0.00754
EAU,9,0.06
COLO,101,0.00696
EAU,4,0.4495
HUME,2,0.05
ADDI,3,0.0005
GELI,80,0.004
GELI,79,0.005
HUIL,3,0.05
HUIL,20,0.04
CGRA,581,0.04
CGRA,1,0.01
SILI,28,0.01
CGRA,23,0.02
EMUL,51,0.015
HUIL,95,0.01
ACTI,798,0.005
ACTI,207,0.05
ACTI,144,0.05
ACTI,404,0.01
ACTI,403,0.01
HUME,17,0.07
CONS,61,0.008
CONS,37,0.003
SOLV,2,0.03
ACTI,602,0.03
ACTI,891,0.03
EAU,4,0.4495
HUME,2,0.05
ADDI,3,0.0005
GELI,80,0.004
GELI,79,0.005
HUIL,3,0.05
HUIL,20,0.04
CGRA,581,0.04
CGRA,1,0.01
SILI,28,0.01
CGRA,23,0.02
EMUL,51,0.015
HUIL,95,0.01
ACTI,798,0.005
ACTI,207,0.05
ACTI,144,0.05
ACTI,404,0.01
ACTI,403,0.01
HUME,17,0.07
CONS,61,0.008
CONS,37,0.003
SOLV,2,0.03
ACTI,602,0.03
ACTI,891,0.03
EAU,4,0.6409
HUME,2,0.15
CONS,12,0.0025
ACTI,3,0.002
FSOL,6,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,55,0.025
EXTR,2,0.0001
ACTI,21,0.005
MOUS,40,0.08
MOUS,35,0.01
MOUS,28,0.003
PARF,12,0.003
MOUS,40,0.02
PARF,300,0.002
SOL,9,0.00054
EAU,4,0.6204
HUME,2,0.15
CONS,12,0.0025
ACTI,3,0.002
FSOL,6,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,55,0.02
GELI,80,0.007
EXTR,2,0.0001
ACTI,21,0.005
MOUS,40,0.1
MOUS,35,0.01
MOUS,28,0.003
PARF,12,0.0015
MOUS,40,0.02
PARF,300,0.002
SOL,9,0.00054
EAU,4,0.6234
HUME,2,0.15
CONS,12,0.0025
ACTI,3,0.002
FSOL,6,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,55,0.017
GELI,80,0.007
EXTR,2,0.0001
ACTI,21,0.005
MOUS,40,0.1
MOUS,35,0.01
MOUS,28,0.003
PARF,12,0.0015
MOUS,40,0.02
PARF,300,0.002
SOL,9,0.00054
EAU,7,0.7935
HUME,23,0.09
CONS,61,0.007
ADDI,3,0.003
GELI,17,0.008
FSOL,6,0.001
GELI,31,0.005
GELI,22,0.001
ADDI,17,0.015
EXTR,397,0.019
MOUS,88,0.03
ACTI,87,0.025
SOL,4,0.0002
PARF,127,0.0003
MOUS,32,0.002
EAU,7,0.7928
HUME,23,0.09
CONS,61,0.007
ADDI,3,0.003
GELI,17,0.008
FSOL,6,0.001
GELI,31,0.005
GELI,22,0.001
ADDI,17,0.015
EXTR,397,0.019
MOUS,88,0.03
ACTI,87,0.025
SOL,4,0.0002
PARF,127,0.001
MOUS,32,0.002
EAU,7,0.7923
HUME,23,0.09
CONS,61,0.007
ADDI,3,0.003
GELI,17,0.008
FSOL,6,0.001
GELI,31,0.005
GELI,22,0.001
ADDI,17,0.015
EXTR,397,0.019
MOUS,88,0.03
ACTI,87,0.025
SOL,4,0.0002
PARF,127,0.0015
MOUS,32,0.002
EAU,6,0.66855
HUME,5,0.02
GELI,68,0.004
CONS,79,0.04
ADDI,17,0.00895
HUIL,35,0.035
HUIL,13,0.06
HUIL,36,0.025
EMUL,28,0.023
HUIL,19,0.015
CGRA,15,0.014
HUIL,24,0.01
EMUL,3,0.02
CGRA,1,0.005
ACTI,577,0.05
PARF,297,0.0015
EAU,6,0.66855
HUME,5,0.02
GELI,17,0.004
CONS,79,0.04
ADDI,17,0.00895
HUIL,35,0.035
HUIL,13,0.06
HUIL,36,0.025
EMUL,28,0.023
HUIL,19,0.015
CGRA,15,0.014
HUIL,24,0.01
EMUL,3,0.02
CGRA,1,0.005
ACTI,577,0.05
PARF,297,0.0015
EAU,5,0.57144
HUME,2,0.05
GELI,38,0.05
SILI,7,0.03
HUIL,18,0.06
PARF,297,0.005
SOLV,2,0.15
PARF,12,0.005
CONS,23,0.001
ADDI,52,0.015
SOL,4,6e-05
SOL,18,0.0025
ACTI,813,0.03
ACTI,814,0.03
EAU,5,0.52212
HUME,2,0.05
GELI,38,0.04
SILI,33,0.01
HUIL,162,0.05
PARF,12,0.03
SOLV,2,0.25
ACTI,118,0.004
PARF,297,0.003
ACTI,600,0.01
ACTI,814,0.03
SOL,24,0.0001
SOL,9,0.00078
EAU,5,0.52212
HUME,2,0.05
GELI,38,0.04
ACTI,600,0.01
ACTI,814,0.03
SOLV,2,0.25
PARF,12,0.03
ACTI,118,0.004
PARF,297,0.003
SILI,33,0.01
HUIL,162,0.05
SOL,24,0.0001
SOL,9,0.00078
EAU,5,0.522
HUME,2,0.05
ACTI,600,0.01
ACTI,814,0.03
SOLV,2,0.25
PARF,12,0.03
ACTI,118,0.004
PARF,297,0.003
SILI,33,0.01
HUIL,162,0.05
GELI,38,0.04
SOL,24,0.00047
SOL,9,0.00056
EAU,5,0.59174
GELI,38,0.04
SILI,7,0.03
HUIL,18,0.05
HUIL,163,0.02
PARF,12,0.005
SOLV,2,0.15
CONS,23,0.001
HUME,2,0.05
SOL,4,6e-05
SOL,18,0.0025
PARF,297,0.0054
ADDI,52,0.0143
ACTI,706,0.04
EAU,4,0.4482
CONS,14,0.0001
ADDI,3,0.0002
CONS,61,0.005
EXTR,101,0.1
GELI,26,0.005
GELI,20,0.02
ADDI,27,0.23
HUME,23,0.045
CONS,87,0.005
MOUS,33,0.005
ACTI,10,0.0005
ACTI,118,0.004
PARF,723,0.002
EXTR,100,0.03
EXTR,397,0.07
ACTI,42,0.03
EAU,4,0.6993
GELI,17,0.002
ADDI,17,0.002
EMUL,27,0.02
EAU,4,0.205
CONS,61,0.01
ADDI,67,0.01
EXTR,397,0.02
PARF,723,0.0015
ACTI,207,0.03
SOL,4,0.0002
EAU,4,0.6993
GELI,17,0.002
ADDI,17,0.002
EMUL,27,0.02
EAU,4,0.205
CONS,61,0.01
ADDI,67,0.01
EXTR,397,0.02
PARF,723,0.0015
ACTI,207,0.03
SOL,42,0.0002
EAU,4,0.6991
GELI,17,0.002
ADDI,17,0.002
EMUL,27,0.02
EAU,4,0.205
CONS,61,0.01
ADDI,67,0.01
EXTR,397,0.02
PARF,723,0.0015
ACTI,207,0.03
SOL,42,0.0002
ADDI,1,0.0002
EAU,4,0.6991
GELI,17,0.002
ADDI,17,0.002
EMUL,27,0.02
EAU,4,0.205
CONS,61,0.006
HUME,16,0.01
CONS,37,0.0025
ADDI,67,0.01
EXTR,397,0.02
PARF,723,0.0015
ACTI,207,0.03
SOL,42,0.0002
ADDI,1,0.0002
EAU,4,0.6898
GELI,17,0.003
ADDI,17,0.002
EMUL,27,0.02
EAU,4,0.205
CONS,61,0.006
HUME,16,0.01
CONS,37,0.0025
ADDI,67,0.01
EXTR,397,0.02
PARF,723,0.0015
ACTI,207,0.03
SOL,42,0.0002
ADDI,1,0.0002
HUME,2,0.1
EMUL,98,0.025
EMUL,99,0.025
EAU,4,0.05
HUIL,18,0.595
HUIL,151,0.14
HUIL,12,0.02
HUIL,207,0.01
HUIL,161,0.01
ACTI,536,0.004
PARF,104,0.003
CONS,63,0.008
EAU,3,0.8615
GELI,17,0.004
CONS,37,0.003
ACTI,270,0.005
ADDI,98,0.0
MOUS,25,0.015
PARF,297,0.0015
SOLV,2,0.04
EXTR,383,0.02
EXTR,259,0.01
ACTI,713,0.04
EAU,3,0.853
GELI,17,0.005
CONS,37,0.003
ACTI,270,0.005
ADDI,98,0.0075
MOUS,25,0.015
PARF,297,0.0015
SOLV,2,0.04
EXTR,383,0.02
EXTR,259,0.01
ACTI,713,0.04
EAU,3,0.824
GELI,17,0.005
CONS,37,0.003
ACTI,270,0.005
ADDI,98,0.0015
MOUS,25,0.015
PARF,297,0.0015
SOLV,2,0.04
EXTR,383,0.02
EXTR,259,0.01
ACTI,713,0.04
ACTI,713,0.02
ACTI,468,0.015
EAU,3,0.819
GELI,17,0.005
CONS,37,0.003
ACTI,270,0.005
ADDI,98,0.0015
MOUS,25,0.015
PARF,297,0.0015
SOLV,2,0.04
EXTR,383,0.02
EXTR,259,0.01
ACTI,713,0.04
ACTI,52,0.02
ACTI,41,0.02
EAU,3,0.8194
GELI,17,0.005
CONS,37,0.003
ACTI,41,0.02
ACTI,270,0.005
ADDI,98,0.0011
MOUS,25,0.015
PARF,297,0.0015
SOLV,2,0.04
EXTR,383,0.02
EXTR,259,0.01
ACTI,713,0.04
ACTI,52,0.02
HUIL,18,0.782
HUIL,80,0.1
ACTI,536,0.002
ACTI,44,0.002
HUIL,261,0.02
HUIL,262,0.02
HUIL,135,0.05
PARF,297,0.004
HUIL,17,0.02
EAU,4,0.6257
CONS,12,0.0015
HUME,2,0.03
CONS,10,0.004
ADDI,3,0.0006
EMUL,12,0.066
EMUL,29,0.015
HUIL,51,0.05
ACTI,7,0.02
SILI,28,0.01
HUIL,24,0.03
CONS,3,0.0002
HUIL,31,0.05
CONS,10,0.003
ACTI,144,0.05
ACTI,404,0.01
ACTI,718,0.02
ACTI,403,0.01
PARF,300,0.004
EAU,4,0.6262
CONS,12,0.0015
HUME,2,0.03
CONS,10,0.004
ADDI,3,0.0006
EMUL,12,0.066
EMUL,29,0.015
HUIL,51,0.05
ACTI,7,0.02
SILI,28,0.01
HUIL,24,0.03
CONS,3,0.0002
HUIL,31,0.05
CONS,10,0.003
ACTI,144,0.05
ACTI,404,0.01
ACTI,718,0.02
ACTI,403,0.01
PARF,300,0.0035
EAU,4,0.6232
CONS,12,0.0015
HUME,2,0.03
CONS,10,0.004
ADDI,3,0.0006
CONS,37,0.0025
EMUL,12,0.066
EMUL,29,0.015
HUIL,51,0.05
ACTI,7,0.02
SILI,28,0.01
HUIL,24,0.03
CONS,3,0.0002
HUIL,31,0.05
CONS,10,0.003
ACTI,144,0.05
ACTI,404,0.01
ACTI,718,0.02
ACTI,403,0.01
PARF,300,0.004
EAU,4,0.6654
HUME,2,0.1
CONS,12,0.0025
ACTI,3,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,55,0.005
EXTR,2,0.0001
ACTI,21,0.005
MOUS,40,0.1
MOUS,35,0.01
MOUS,28,0.003
PARF,12,0.001
MOUS,40,0.05
PARF,300,0.002
EAU,4,0.7634
HUME,2,0.1
CONS,12,0.0025
ACTI,3,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,55,0.007
EXTR,2,0.0001
ACTI,21,0.005
MOUS,40,0.03
MOUS,35,0.01
MOUS,28,0.003
PARF,12,0.001
MOUS,40,0.02
PARF,300,0.002
EAU,4,0.7049
HUME,2,0.15
CONS,12,0.0025
ACTI,3,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,55,0.0155
EXTR,2,0.0001
ACTI,21,0.005
MOUS,40,0.03
MOUS,35,0.01
MOUS,28,0.003
PARF,12,0.001
MOUS,40,0.02
PARF,300,0.002
EAU,4,0.7673
HUME,2,0.1
CONS,12,0.0025
ACTI,3,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,55,0.017
GELI,80,0.007
EXTR,2,0.0001
ACTI,21,0.005
MOUS,40,0.04
PARF,300,0.002
PARF,12,0.0006
SOL,6,0.002
SOL,9,0.0005
EAU,4,0.7643
HUME,2,0.01
CONS,12,0.0025
ACTI,3,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,55,0.017
GELI,80,0.007
EXTR,2,0.0001
ACTI,21,0.005
MOUS,40,0.12
MOUS,35,0.01
MOUS,28,0.003
PARF,300,0.002
PARF,12,0.0006
SOL,6,0.002
SOL,9,0.0005
EAU,4,0.7579
HUME,2,0.1
CONS,12,0.0025
ACTI,3,0.002
SOL,6,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,55,0.02
GELI,80,0.007
ADDI,98,0.0064
EXTR,2,0.0001
ACTI,21,0.005
MOUS,40,0.04
PARF,300,0.002
PARF,12,0.0006
SOL,9,0.0005
EAU,4,0.7599
HUME,2,0.07
CONS,12,0.0025
ACTI,3,0.002
SOL,6,0.002
ACTI,270,0.004
HUME,5,0.04
HUME,16,0.01
GELI,43,0.01
GELI,80,0.007
ADDI,98,0.0039
EXTR,2,0.0001
ACTI,21,0.005
MOUS,37,0.01
MOUS,39,0.03
MOUS,40,0.04
PARF,300,0.002
PARF,12,0.0006
COLO,104,0.000967
EAU,4,0.383
EXTR,225,0.02
EXTR,276,0.02
HUME,2,0.05
CONS,12,0.001
ADDI,3,0.0002
GELI,68,0.002
ADDI,28,0.05
ADDI,17,0.00285
EMUL,1,0.0039
HUIL,24,0.04
EMUL,3,0.04
CGRA,1,0.012
CGRA,15,0.05
ACTI,7,0.04
HUIL,21,0.07
HUIL,15,0.04
CONS,10,0.005
ACTI,735,0.1
ACTI,97,0.04
EXTR,46,0.03
EAU,4,0.379
EXTR,225,0.02
EXTR,276,0.02
HUME,2,0.05
CONS,12,0.001
ADDI,3,0.0002
GELI,68,0.002
ADDI,28,0.05
ADDI,17,0.00285
EMUL,1,0.0039
HUIL,24,0.04
EMUL,3,0.04
CGRA,1,0.012
CGRA,15,0.05
ACTI,7,0.04
HUIL,21,0.07
HUIL,15,0.04
CONS,61,0.009
ACTI,735,0.1
ACTI,97,0.04
EXTR,46,0.03
EAU,4,0.379
EXTR,225,0.02
EXTR,276,0.02
HUME,2,0.05
CONS,12,0.001
ADDI,3,0.0002
GELI,68,0.002
ADDI,28,0.05
ADDI,17,0.00285
EMUL,1,0.0039
HUIL,24,0.04
EMUL,3,0.04
CGRA,1,0.012
CGRA,15,0.05
ACTI,7,0.04
HUIL,21,0.07
HUIL,15,0.04
CONS,61,0.009
ACTI,735,0.1
ACTI,97,0.04
EXTR,46,0.03
EAU,7,0.7513
CONS,22,0.0015
ADDI,3,0.003
HUME,23,0.09
CONS,10,0.004
GELI,17,0.008
GELI,31,0.005
GELI,22,0.001
EAU,9,0.04
ADDI,17,0.015
MOUS,29,0.03
ACTI,87,0.025
ACTI,266,0.02
PARF,300,0.002
MOUS,32,0.002
FSOL,6,0.002
SOL,9,0.0002
EAU,4,0.2882
HUME,23,0.075
HUME,2,0.0663
CONS,12,0.0015
ADDI,10,0.0047
GELI,20,0.05
HUME,8,0.0093
CGRA,1,0.03
CONS,10,0.008
EMUL,69,0.005
ADDI,3,0.01
MOUS,35,0.07
MOUS,7,0.3
MOUS,36,0.06
ACTI,266,0.02
PARF,300,0.002
EAU,7,0.6847
CONS,22,0.0015
ADDI,3,0.003
HUME,23,0.09
CONS,10,0.004
GELI,17,0.008
GELI,31,0.005
GELI,22,0.003
EAU,9,0.04
ADDI,17,0.015
ACTI,87,0.05
MOUS,29,0.06
ACTI,266,0.02
PARF,300,0.002
MOUS,32,0.01115
FSOL,6,0.002
SOL,4,5.2e-05
SOL,9,0.000604
EAU,4,0.7935
GELI,15,0.027
SILI,28,0.02
SILI,14,0.04
HUME,23,0.03
CONS,37,0.0025
ADDI,152,0.005
CONS,23,0.001
ACTI,814,0.03
ACTI,813,0.03
ACTI,52,0.02
SOL,4,0.001
EAU,4,0.7354
GELI,15,0.041
SILI,28,0.02
SILI,14,0.04
HUME,23,0.03
CONS,37,0.0025
ADDI,152,0.005
CONS,23,0.001
ACTI,814,0.03
ACTI,813,0.03
PARF,297,0.005
ACTI,52,0.02
SOLV,2,0.04
ADDI,98,0.0001
CGRA,58,0.04
EMUL,85,0.02
ADDI,507,0.02
EXTR,803,0.04
HUIL,234,0.04
CGRA,523,0.07
HUIL,171,0.08
HUIL,18,0.24
MOUS,42,0.1
CONS,63,0.005
PARF,271,0.02
ACTI,536,0.005
ADDI,161,0.1
ADDI,162,0.02
ADDI,125,0.2
EAU,4,0.7875
CONS,61,0.01
HUME,2,0.03
ADDI,3,0.0005
EMUL,85,0.025
HUIL,16,0.05
HUIL,50,0.04
ACTI,43,0.002
GELI,15,0.02
EXTR,178,0.02
ACTI,502,0.015
EAU,4,0.7775
CONS,61,0.01
HUME,2,0.03
ADDI,3,0.0005
EMUL,85,0.025
HUIL,16,0.05
HUIL,50,0.04
ACTI,43,0.002
GELI,15,0.03
EXTR,178,0.02
ACTI,502,0.015
EAU,4,0.7875
CONS,61,0.01
HUME,2,0.03
ADDI,3,0.0005
EMUL,85,0.025
HUIL,16,0.05
HUIL,50,0.04
ACTI,43,0.002
GELI,15,0.03
EXTR,178,0.02
ACTI,502,0.005
EAU,4,0.6286
CGRA,15,0.1238
HUIL,50,0.03
SILI,3,0.04
CGRA,48,0.01
HUIL,13,0.02
HUIL,75,0.02
EMUL,11,0.033
ADDI,17,0.0105
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
ACTI,987,0.005
EXTR,766,5e-05
PARF,638,0.006
EXTR,767,0.01
ACTI,827,0.05
EAU,4,0.6786
CGRA,15,0.1238
HUIL,50,0.03
SILI,3,0.04
CGRA,48,0.01
HUIL,13,0.02
HUIL,75,0.02
EMUL,11,0.033
ADDI,17,0.0105
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.004
EXTR,326,0.01
ACTI,827,0.002
EAU,4,0.6423
CGRA,15,0.1238
HUIL,50,0.03
SILI,3,0.04
CGRA,48,0.01
HUIL,13,0.02
HUIL,75,0.02
EMUL,11,0.033
SILI,7,0.04
ADDI,17,0.00639
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.004
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.7077
CGRA,15,0.095
HUIL,50,0.03
SILI,3,0.04
CGRA,48,0.01
HUIL,13,0.02
HUIL,75,0.02
EMUL,11,0.033
ADDI,17,0.00975
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.004
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.6517
CGRA,15,0.109
HUIL,50,0.03
SILI,3,0.04
CGRA,48,0.01
HUIL,13,0.02
HUIL,75,0.02
EMUL,11,0.033
SILI,7,0.04
ADDI,17,0.0117
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.004
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.6799999999999999
ACTI,439,0.03
CGRA,15,0.1238
HUIL,50,0.03
SILI,3,0.04
HUIL,13,0.02
HUIL,75,0.02
EMUL,11,0.033
ADDI,17,0.0102
CONS,54,0.009
CONS,23,0.001
CONS,88,0.003
EAU,4,0.6901999999999999
ACTI,439,0.03
CONS,54,0.009
CGRA,15,0.1238
HUIL,50,0.03
SILI,3,0.04
HUIL,13,0.02
HUIL,75,0.02
EMUL,11,0.033
CONS,23,0.001
CONS,88,0.003
EAU,4,0.6853
ACTI,439,0.03
CONS,54,0.009
CONS,88,0.005
CGRA,15,0.1238
HUIL,50,0.03
SILI,3,0.04
HUIL,13,0.02
HUIL,75,0.02
EMUL,11,0.033
ADDI,17,0.0039
EAU,4,0.6585000000000001
CGRA,15,0.1238
HUIL,50,0.03
SILI,3,0.04
CGRA,48,0.01
HUIL,13,0.02
HUIL,75,0.02
EMUL,11,0.033
ADDI,17,0.0105
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
ACTI,825,0.005
EXTR,325,0.02
EAU,4,0.6087
CGRA,15,0.109
HUIL,50,0.03
SILI,3,0.04
CGRA,48,0.01
HUIL,13,0.02
HUIL,75,0.02
HUIL,230,0.01
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0117
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,193,0.04
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.0
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.61175
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.002
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.61175
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.002
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.61375
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
EXTR,325,5e-05
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.61175
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
PARF,419,0.002
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.62175
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.002
ACTI,827,0.0025
EAU,4,0.62375
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
ACTI,827,0.0025
EAU,4,0.61105
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.002
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.61075
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.002
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.61025
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.002
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.6097
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
CONS,54,0.009
CONS,56,0.003
CONS,23,0.001
EXTR,3,0.04
ACTI,825,0.005
EXTR,325,5e-05
PARF,419,0.002
EXTR,326,0.01
ACTI,827,0.0025
EAU,4,0.61175
CGRA,15,0.109
HUIL,50,0.03
CGRA,48,0.01
SILI,3,0.04
HUIL,13,0.02
HUIL,184,0.01
HUIL,75,0.02
EMUL,11,0.03
SILI,7,0.04
ADDI,17,0.0067
